epsilon,delta,memory,relativeError,averageError,queryTime,updateTime
0.05,6.10352e-05,229712,20.3678,32.0948,58,107
0.02,3.05176e-05,1966440,1.40345,2.2349,63,134
0.002,3.05176e-05,125829480,4.46836e-08,1.25114e-05,101,271
0.05,3.05176e-05,246120,17.727,27.7668,59,116
0.02,1.52588e-05,2097536,1.6394,2.53526,81,154
0.002,1.52588e-05,134218112,4.46836e-08,1.25114e-05,98,306
0.05,1.52588e-05,262528,17.1747,27.0263,82,146
0.02,7.62939e-06,2228632,1.69318,2.62109,86,152
0.002,7.62939e-06,142606744,4.46836e-08,1.25114e-05,103,354
0.05,7.62939e-06,278936,16.7364,26.4654,83,127
0.02,3.8147e-06,2359728,1.60177,2.48407,89,161
0.002,3.8147e-06,150995376,4.46836e-08,1.25114e-05,103,339
0.05,3.8147e-06,295344,14.7337,23.3834,88,135
0.02,1.90735e-06,2490824,1.38717,2.12593,101,168
0.002,1.90735e-06,159384008,4.46836e-08,1.25114e-05,109,361
0.05,1.90735e-06,311752,15.0749,23.7647,94,145
0.02,0.25,262192,20.299,30.1251,6,23
0.002,0.25,16777264,4.46836e-08,1.25114e-05,9,33
0.05,0.25,32816,127.243,199.205,6,22
0.02,0.125,393288,5.44238,8.3333,10,30
0.002,0.125,25165896,4.46836e-08,1.25114e-05,16,47
0.05,0.125,49224,44.9612,71.0334,9,31
0.02,0.0625,524384,7.56331,11.5088,12,36
0.002,0.0625,33554528,4.46836e-08,1.25114e-05,21,61
0.05,0.0625,65632,50.945,79.8624,13,40
0.02,0.03125,655480,3.31822,5.28453,16,49
0.002,0.03125,41943160,4.46836e-08,1.25114e-05,24,80
0.05,0.03125,82040,44.0059,69.6315,16,44
0.02,0.015625,786576,3.46878,5.69395,19,58
0.002,0.015625,50331792,4.46836e-08,1.25114e-05,36,98
0.05,0.015625,98448,32.2873,50.3668,20,51
0.02,0.0078125,917672,2.93453,4.54739,26,72
0.002,0.0078125,58720424,4.46836e-08,1.25114e-05,43,139
0.05,0.0078125,114856,21.7365,37.1974,24,59
0.02,0.00390625,1048768,4.34273,6.84905,33,71
0.002,0.00390625,67109056,4.46836e-08,1.25114e-05,42,131
0.05,0.00390625,131264,25.2113,40.2705,28,63
0.02,0.00195312,1179864,2.24475,3.51007,36,86
0.002,0.00195312,75497688,4.46836e-08,1.25114e-05,51,137
0.05,0.00195312,147672,27.0698,42.7549,38,88
0.02,0.000976562,1310960,3.09583,4.88004,48,105
0.002,0.000976562,83886320,4.46836e-08,1.25114e-05,60,203
0.05,0.000976562,164080,22.2187,34.8427,44,81
0.02,0.000488281,1442056,1.86371,2.94158,43,115
0.002,0.000488281,92274952,4.46836e-08,1.25114e-05,76,250
0.05,0.000488281,180488,21.0756,33.0926,43,86
0.02,0.000244141,1573152,2.56407,3.9419,50,107
0.002,0.000244141,100663584,4.46836e-08,1.25114e-05,90,226
0.05,0.000244141,196896,22.4557,35.938,46,97
0.02,0.00012207,1704248,1.71956,2.67862,71,116
