epsilon,delta,memory,averageError,queryTime,updateTime,threshold
0.2625,0.002,5800,349.335,63,595,0.001
0.2625,0.002,31752,150.265,64,714,0.0001
0.2625,0.002,56344,123.848,84,1037,1e-05
0.185616,0.002,9432,327.621,67,692,0.1
0.185616,0.002,9480,315.892,65,628,0.01
0.185616,0.002,10408,253.763,72,705,0.001
0.185616,0.002,36360,91.1074,78,958,0.0001
0.185616,0.002,60952,79.8936,116,1186,1e-05
0.13125,0.002,18648,242.455,69,787,0.1
0.13125,0.002,18696,204.59,78,800,0.01
0.13125,0.002,19624,172.877,78,731,0.001
0.13125,0.002,45576,63.8103,78,895,0.0001
0.13125,0.002,70168,53.2712,72,916,1e-05
0.0928078,0.002,37080,123.439,78,771,0.1
0.0928078,0.002,37128,135.772,105,792,0.01
0.0928078,0.002,38056,107.967,73,793,0.001
0.0928078,0.002,64008,47.1196,80,874,0.0001
0.0928078,0.002,88600,37.6405,72,914,1e-05
0.065625,0.002,73944,68.005,74,702,0.1
0.065625,0.002,73992,69.5291,74,693,0.01
0.065625,0.002,74920,63.6068,83,728,0.001
0.065625,0.002,100872,28.7635,73,960,0.0001
0.065625,0.002,125464,24.9619,73,993,1e-05
0.0464039,0.002,147672,36.6275,80,740,0.1
0.0464039,0.002,147720,36.1691,74,747,0.01
0.0464039,0.002,148648,36.4446,74,734,0.001
0.0464039,0.002,174600,18.8161,66,776,0.0001
0.0464039,0.002,199192,19.5654,76,886,1e-05
0.0328125,0.002,295128,17.6076,68,693,0.1
0.0328125,0.002,295176,19.2991,67,652,0.01
0.0328125,0.002,296104,18.3037,78,685,0.001
0.0328125,0.002,322056,11.5314,68,771,0.0001
0.0328125,0.002,346648,9.32407,67,810,1e-05
0.0232019,0.002,590040,9.27753,69,624,0.1
0.0232019,0.002,590088,8.12765,70,619,0.01
0.0232019,0.002,591016,8.23926,67,647,0.001
0.0232019,0.002,616968,5.67681,69,773,0.0001
0.0232019,0.002,641560,4.79021,102,828,1e-05
0.0164062,0.002,1179864,3.33194,71,629,0.1
0.0164062,0.002,1179912,3.17461,92,669,0.01
