epsilon,delta,memory,relativeError,averageError,queryTime,updateTime
0.002,0.00012207,213096,74.8119,117.864,44,599
0.05,0.00012207,13416,2609.84,4119.32,43,585
0.02,6.10352e-05,28784,1132.99,1789.2,44,590
0.002,6.10352e-05,229488,73.4551,116.183,44,611
0.05,6.10352e-05,14448,2569.73,4055.79,46,618
0.02,3.05176e-05,30840,1143.46,1803.8,45,603
0.002,3.05176e-05,245880,74.592,117.261,46,621
0.05,3.05176e-05,15480,2581.24,4073.93,45,595
0.02,1.52588e-05,32896,1093.56,1726.31,49,606
0.002,1.52588e-05,262272,73.369,115.373,46,614
0.05,1.52588e-05,16512,2543.93,4016.96,47,606
0.02,7.62939e-06,34952,1076.54,1700.52,49,625
0.002,7.62939e-06,278664,68.4951,108.11,46,642
0.05,7.62939e-06,17544,2460.02,3885.22,48,604
0.02,3.8147e-06,37008,1065.69,1684.34,47,617
0.002,3.8147e-06,295056,70.7023,111.515,48,658
0.05,3.8147e-06,18576,2526.28,3986.76,46,613
0.02,1.90735e-06,39064,833.457,1380.8,47,634
0.002,1.90735e-06,311448,70.6705,111.191,49,652
0.05,1.90735e-06,19608,1869.7,3042.18,53,633
0.02,0.25,4112,1492.63,2355.41,35,542
0.002,0.25,32784,140.677,220.553,34,537
0.05,0.25,2064,3156.8,4984.59,37,535
0.02,0.125,6168,1377.74,2175.19,37,562
0.002,0.125,49176,114.629,180.338,42,648
0.05,0.125,3096,2988.05,4719.68,43,664
0.02,0.0625,8224,1309.91,2066.91,37,589
0.002,0.0625,65568,104.77,164.942,37,589
0.05,0.0625,4128,2890.35,4562.21,42,570
0.02,0.03125,10280,1294.98,2043.25,36,576
0.002,0.03125,81960,100.07,156.97,42,605
0.05,0.03125,5160,2200.59,3512.96,36,559
0.02,0.015625,12336,1176.92,1858.01,37,558
0.002,0.015625,98352,88.182,140.518,38,559
0.05,0.015625,6192,2714.37,4286.15,38,549
0.02,0.0078125,14392,1246.3,1965.66,40,556
0.002,0.0078125,114744,91.3227,143.399,39,560
0.05,0.0078125,7224,2709.85,4277.04,39,557
0.02,0.00390625,16448,1209.53,1909.21,40,569
0.002,0.00390625,131136,83.4479,132.095,40,573
0.05,0.00390625,8256,2681.8,4233.99,40,555
0.02,0.00195312,18504,1193.32,1883.65,41,568
0.002,0.00195312,147528,68.0264,110.374,41,580
0.05,0.00195312,9288,2629.71,4150.77,41,560
0.02,0.000976562,20560,1173.07,1850.9,41,569
0.002,0.000976562,163920,80.5354,126.762,42,581
0.05,0.000976562,10320,2565.78,4052.63,43,575
0.02,0.000488281,22616,1164.89,1837.6,41,569
0.002,0.000488281,180312,80.1861,125.908,43,583
0.05,0.000488281,11352,2603.3,4110.19,41,575
0.02,0.000244141,24672,1029.22,1630.47,42,582
0.002,0.000244141,196704,68.1667,109.525,43,596
0.05,0.000244141,12384,2609.78,4118.18,42,585
0.02,0.00012207,26728,1112.79,1757.38,45,593
0.002,0.00012207,213096,73.8197,116.254,44,598
0.05,0.00012207,13416,2583.5,4078.74,43,596
0.02,6.10352e-05,28784,1112.37,1758.05,44,591
0.002,6.10352e-05,229488,68.7456,109.079,45,607
0.05,6.10352e-05,14448,2513.85,3970.61,45,589
0.02,3.05176e-05,30840,1090.65,1727.88,46,601
0.002,3.05176e-05,245880,73.3764,115.355,46,614
0.05,3.05176e-05,15480,2515.43,3971.14,45,599
0.02,1.52588e-05,32896,1126.15,1777.62,46,610
0.002,1.52588e-05,262272,73.6581,115.802,47,626
0.05,1.52588e-05,16512,2477.51,3911.75,47,600
0.02,7.62939e-06,34952,1100.7,1737.43,46,612
0.002,7.62939e-06,278664,72.3955,113.953,47,625
0.05,7.62939e-06,17544,2542.13,4012.82,46,607
0.02,3.8147e-06,37008,1086.49,1715.19,46,611
0.002,3.8147e-06,295056,73.8927,116.07,47,638
0.05,3.8147e-06,18576,2329.95,3686.18,45,615
0.02,1.90735e-06,39064,916.931,1459.3,47,640
0.002,1.90735e-06,311448,71.7853,112.87,48,640
0.05,1.90735e-06,19608,2421.26,3825.35,48,619
