epsilon,delta,memory,relativeError,averageError,queryTime,updateTime
0.05,0.0625,4128,2917.92,4605.53,5,27
0.02,0.03125,10280,1274.29,2010.79,6,32
0.002,0.03125,81960,73.8898,120.954,6,31
0.05,0.03125,5160,2797.75,4417.59,6,31
0.02,0.015625,12336,1252.12,1974.91,7,38
0.002,0.015625,98352,94.9696,149.133,8,40
0.05,0.015625,6192,2770.93,4375.71,8,37
0.02,0.0078125,14392,1242.14,1959.45,10,45
0.002,0.0078125,114744,89.8174,141.007,10,45
0.05,0.0078125,7224,2690.67,4245.4,7,45
0.02,0.00390625,16448,1130.82,1787.16,9,49
0.002,0.00390625,131136,77.2241,123.332,9,50
0.05,0.00390625,8256,2721.83,4295.83,8,46
0.02,0.00195312,18504,1134.99,1793.41,8,52
0.002,0.00195312,147528,83.3749,131.072,13,55
0.05,0.00195312,9288,2606.15,4115.61,10,50
0.02,0.000976562,20560,1132.53,1789.04,9,53
0.002,0.000976562,163920,79.8846,125.683,10,63
0.05,0.000976562,10320,2618.25,4133.82,12,57
0.02,0.000488281,22616,1174.33,1853.38,12,62
0.002,0.000488281,180312,76.9378,121.984,12,60
0.05,0.000488281,11352,2624.67,4142.96,12,63
0.02,0.000244141,24672,1150.02,1814.94,13,64
0.002,0.000244141,196704,77.6549,121.997,11,64
0.05,0.000244141,12384,2571.64,4060.58,13,66
0.02,0.00012207,26728,1150.33,1815.81,12,73
0.002,0.00012207,213096,78.9173,123.964,12,70
0.05,0.00012207,13416,2581.43,4075.24,13,79
0.02,6.10352e-05,28784,1103.37,1741.84,13,81
0.002,6.10352e-05,229488,70.1608,111.417,14,78
0.05,6.10352e-05,14448,2516.57,3973.86,11,77
0.02,3.05176e-05,30840,1026.39,1625.25,12,76
0.002,3.05176e-05,245880,75.3728,118.537,15,80
0.05,3.05176e-05,15480,2550.19,4026.04,13,78
0.02,1.52588e-05,32896,1095.12,1728.43,12,80
0.002,1.52588e-05,262272,68.0414,107.644,14,83
0.05,1.52588e-05,16512,2570.24,4057.28,14,82
0.02,7.62939e-06,34952,973.61,1549.17,15,88
0.002,7.62939e-06,278664,66.2607,105.127,14,85
